"f_stop_max","lens_type","f_stop_min","lens_mount","dp_review_link","focal_length","dp_lens_detail_link","year_released","lens_brand","msrp","msrp__002","lens_name"
"F2","Prime lens","F22","Canon EF, Nikon F (FX)","null","135 ","https://www.dpreview.com/products/zeiss/lenses/zeiss_135_2","","Zeiss","1,325.00 ","2,271.59","Carl Zeiss Apo Sonnar T* 2/135"
"F2.8","Prime lens","F45","Canon EF","null","90 ","https://www.dpreview.com/products/canon/lenses/canon_ts-e_90_2p8_macro","","Canon","2,199.00","","Canon TS-E 90mm F2.8L Macro"
"F2.8","Prime lens","F32","Canon EF","null","50 ","https://www.dpreview.com/products/canon/lenses/canon_ts-e_50_2p8_macro","","Canon","2,199.00","","Canon TS-E 50mm F2.8L Macro"
"","Teleconverter","","Canon EF","null","","https://www.dpreview.com/products/canon/lenses/canon_extender_1p4x_ii","","Canon","","","Canon Extender EF 1.4x II"
"F4","Prime lens","F22","Canon EF","null","17 ","https://www.dpreview.com/products/canon/lenses/canon_17_4_tse","Feb 18, 2009","Canon","2,149.00","","Canon TS-E 17mm f/4L"
"F2.8","Prime lens","F32","Canon EF-S","null","60 ","https://www.dpreview.com/products/canon/lenses/canon_60_2p8_macro","Feb 17, 2005","Canon","399.00","","Canon EF-S 60mm f/2.8 Macro USM"
"","Teleconverter","","Canon EF","null","","https://www.dpreview.com/products/canon/lenses/canon_extender_2x_iii","Aug 26, 2010","Canon","429.00","","Canon Extender EF 2x III"
"","Teleconverter","","Canon EF","null","","https://www.dpreview.com/products/canon/lenses/canon_extender_2x_ii","","Canon","399.00","","Canon Extender EF 2x II"
"F2.5","Prime lens","F16","Canon EF","null","65 ","https://www.dpreview.com/products/canon/lenses/canon_65_2p5_macro","","Canon","3,189.00","","Canon MP-E 65mm f/2.5 1-5x Macro"
"","Teleconverter","","Canon EF","null","","https://www.dpreview.com/products/canon/lenses/canon_extender_1p4x_iii","Aug 26, 2010","Canon","429.00","","Canon Extender EF 1.4x III"
"F4–5.6","Zoom lens","F22–32","Canon EF-S","null","55–250 ","https://www.dpreview.com/products/canon/lenses/canon_55-250_4-5p6_is_stm","Aug 22, 2013","Canon","299.00","","Canon EF-S 55-250mm f/4-5.6 IS STM"
"F4–5.6","Zoom lens","F22–32","Canon EF-S","null","55–250 ","https://www.dpreview.com/products/canon/lenses/canon_55-250_4-5p6_is_ii","Jun 13, 2011","Canon","112.99","","Canon EF-S 55-250mm f/4-5.6 IS II"
"F2.8","Prime lens","","Canon EF-S","null","35 ","https://www.dpreview.com/products/canon/lenses/canon_35_2p8_macro_is_stm","","Canon","349.00","","Canon EF-S 35mm F2.8 Macro IS STM"
"F3.5","Prime lens","F22","Canon EF","https://www.dpreview.com/reviews/canon-24-3p5-tse-c10","24 ","https://www.dpreview.com/products/canon/lenses/canon_24_3p5_ii","Feb 18, 2009","Canon","1,899.00","","Canon TS-E 24mm f/3.5L II"
"F4–5.6","Zoom lens","F22–32","Canon EF-S","null","55–250 ","https://www.dpreview.com/products/canon/lenses/canon_55-250_4-5p6_is","Aug 20, 2007","Canon","","","Canon EF-S 55-250mm f/4-5.6 IS"
"F3.5–5.6","Zoom lens","F22–38","Canon EF-S","https://www.dpreview.com/reviews/canon-18-200-3p5-5p6-is-c16","18–200 ","https://www.dpreview.com/products/canon/lenses/canon_18-200_3p5-5p6_is","Aug 26, 2008","Canon","699.00","","Canon EF-S 18-200mm f/3.5-5.6 IS"
"F3.5–5.6","Zoom lens","F22–38","Canon EF-S","null","18–135 ","https://www.dpreview.com/products/canon/lenses/canon_efs_18-135_3p5-5p6_is_usm","Feb 18, 2016","Canon","599.00","","Canon EF-S 18-135mm F3.5-5.6 IS USM"
"F2.8","Prime lens","F22","Canon EF-S","null","24 ","https://www.dpreview.com/products/canon/lenses/canon_24_2p8_stm","Sep 15, 2014","Canon","149.00","","Canon EF-S 24mm F2.8 STM"
"F3.5–5.6","Zoom lens","F22–38","Canon EF-S","null","18–55 ","https://www.dpreview.com/products/canon/lenses/canon_18-55_3p5-5p6_is_ii","","Canon","199.00","","Canon EF-S 18-55mm f/3.5-5.6 IS II"
"F3.5–5.6","Zoom lens","F22–38","Canon EF-S","null","18–55 ","https://www.dpreview.com/products/canon/lenses/canon_18-55_3p5-5p6_is_stm","Mar 21, 2013","Canon","249.00","","Canon EF-S 18-55mm f/3.5-5.6 IS STM"
"F3.5–5.6","Zoom lens","F22–38","Canon EF-S","null","18–135 ","https://www.dpreview.com/products/canon/lenses/canon_18-135_3p5-5p6_is","","Canon","319.47","","Canon EF-S 18-135mm F3.5-5.6 IS"
"F3.5–5.6","Zoom lens","F22–38","Canon EF-S","null","18–55 ","https://www.dpreview.com/products/canon/lenses/canon_18-55_3p5-5p6_ii","Feb 17, 2005","Canon","","","Canon EF-S 18-55mm f/3.5-5.6 II"
"F3.5–5.6","Zoom lens","F22–38","Canon EF-S","null","18–135 ","https://www.dpreview.com/products/canon/lenses/canon_18-135_3p5-5p6_is_stm","","Canon","349.99","","Canon EF-S 18-135mm F3.5-5.6 IS STM"
"F3.5–5.6","Zoom lens","F22–38","Canon EF-S","https://www.dpreview.com/reviews/canon-18-55-3p5-5p6-is-c16","18–55 ","https://www.dpreview.com/products/canon/lenses/canon_18-55_3p5-5p6_is","Aug 20, 2007","Canon","199.00","","Canon EF-S 18-55mm f/3.5-5.6 IS"
"F4–5.6","Zoom lens","F22–32","Canon EF-S","null","18–55 ","https://www.dpreview.com/products/canon/lenses/canon_18-55-4-5p6_is_stm","","Canon","249.00","","Canon EF-S 18-55mm F4-5.6 IS STM"
"F3.5–5.6","Zoom lens","F22–38","Canon EF-S","null","18–55 ","https://www.dpreview.com/products/canon/lenses/canon_18-55_3p5-5p6","Aug 20, 2003","Canon","","","Canon EF-S 18-55mm f/3.5-5.6"
"F4–5.6","Zoom lens","F22–32","Canon EF-S","https://www.dpreview.com/reviews/canon-17-85-4-5p6-is-usm-c16","17–85 ","https://www.dpreview.com/products/canon/lenses/canon_17-85_4-5p6_is_usm","Aug 19, 2004","Canon","399.00","","Canon EF-S 17-85mm f/4-5.6 IS USM"
"F2.8","Zoom lens","F22","Canon EF-S","null","17–55 ","https://www.dpreview.com/products/canon/lenses/canon_17-55_2p8_is","Feb 21, 2006","Canon","799.00","","Canon EF-S 17-55mm f/2.8 IS USM"
"F4.5–5.6","Zoom lens","F22–29","Canon EF-S","null","10–18 ","https://www.dpreview.com/products/canon/lenses/canon_10-18_4p5-5p6_is_stm","May 13, 2014","Canon","279.00 ","378.95","Canon EF-S 10-18mm f/4.5–5.6 IS STM"
"F4.5–6.3","Zoom lens","F22–32","Canon EF-M","null","55–200 ","https://www.dpreview.com/products/canon/lenses/canon_m_55-200_4p5-6p3","Jun 17, 2014","Canon","299.00 ","349.00","Canon EF-M 55-200mm f/4.5-6.3 IS STM"
"F3.5–4.5","Zoom lens","F22–27","Canon EF-S","null","10–22 ","https://www.dpreview.com/products/canon/lenses/canon_10-22_3p5-4p5","Aug 19, 2004","Canon","649.00 ","693.95","Canon EF-S 10-22mm f/3.5-4.5 USM"
"F3.5–5.6","Zoom lens","F22–36","Canon EF-S","null","15–85 ","https://www.dpreview.com/products/canon/lenses/canon_15-85_3p5-5p6_is","","Canon","799.00","","Canon EF-S 15-85mm f/3.5-5.6 IS USM"
"F2","Prime lens","F22","Canon EF-M","null","22 ","https://www.dpreview.com/products/canon/lenses/canon_m_22_2","Jul 23, 2012","Canon","249.00","","Canon EF-M 22mm f/2 STM"
"F3.5","Prime lens","F22","Canon EF-M","null","28 ","https://www.dpreview.com/products/canon/lenses/canon_m_28_3p5_is_stm","May 11, 2016","Canon","299.00","","Canon EF-M 28mm F3.5 Macro IS STM"
"F3.5–6.3","Zoom lens","F22–40","Canon EF-M","null","18–150 ","https://www.dpreview.com/products/canon/lenses/canon_ef-m_18-150_3p5-6p3_is_stm","Sep 15, 2016","Canon","499.00","","Canon EF-M 18-150mm F3.5-6.3 IS STM"
"F3.5–6.3","Zoom lens","F22–40","Canon EF-M","null","15–45 ","https://www.dpreview.com/products/canon/lenses/canon_15-45_3p5-6p3_stm","Oct 13, 2015","Canon","299.00","","Canon EF-M 15-45mm F3.5-6.3 IS STM"
"F3.5–5.6","Zoom lens","F22–38","Canon EF-M","null","18–55 ","https://www.dpreview.com/products/canon/lenses/canon_m_18-55_3p5-5p6","Jul 23, 2012","Canon","299.00","","Canon EF-M 18-55mm f/3.5-5.6 IS STM"
"F5.6","Prime lens","F32","Canon EF","null","800 ","https://www.dpreview.com/products/canon/lenses/canon_800_5p6_is","Jan 24, 2008","Canon","12,999.00","","Canon EF 800mm f/5.6L IS USM"
"F4","Prime lens","F32","Canon EF","null","600 ","https://www.dpreview.com/products/canon/lenses/canon_600_4p0_is","","Canon","","","Canon EF 600mm f/4.0L IS USM"
"F4–5.6","Zoom lens","F22–32","Canon EF-M","https://www.dpreview.com/reviews/canon-efm-11-22-4-5p6-is-stm","11–22 ","https://www.dpreview.com/products/canon/lenses/canon_m_11-22_4-5p6","","Canon","","","Canon EF-M 11-22mm f/4-5.6 IS STM"
"F4","Prime lens","F32","Canon EF","null","600 ","https://www.dpreview.com/products/canon/lenses/canon_600_4p0_is_ii","","Canon","11,499.00","","Canon EF 600mm f/4.0L IS II USM"
"F4","Prime lens","F32","Canon EF","null","500 ","https://www.dpreview.com/products/canon/lenses/canon_500_4p0_is_ii","","Canon","8,999.00","","Canon EF 500mm f/4.0L IS II USM"
"F4","Prime lens","F32","Canon EF","null","500 ","https://www.dpreview.com/products/canon/lenses/canon_500_4p0_is","","Canon","","","Canon EF 500mm f/4.0L IS USM"
"F4","Prime lens","F32","Canon EF","null","400 ","https://www.dpreview.com/products/canon/lenses/canon_400_4p0_do_is","","Canon","","","Canon EF 400mm f/4.0 DO IS USM"
"F5.6","Prime lens","F32","Canon EF","null","400 ","https://www.dpreview.com/products/canon/lenses/canon_400_5p6","","Canon","1,149.00 ","1,193.95","Canon EF 400mm f/5.6L USM"
"F4","Prime lens","F32","Canon EF","null","400 ","https://www.dpreview.com/products/canon/lenses/canon_400_4_do_is_ii","Sep 15, 2014","Canon","6,899.00","","Canon EF 400mm F4 DO IS II USM"
"F4","Prime lens","F32","Canon EF","null","300 ","https://www.dpreview.com/products/canon/lenses/canon_300_4p0_is","","Canon","1,349.00 ","1,393.95","Canon EF 300mm f/4.0L IS USM"
"F2.8","Prime lens","F32","Canon EF","null","400 ","https://www.dpreview.com/products/canon/lenses/canon_400_2p8l_is_ii_usm","Aug 26, 2010","Canon","9,999.00","","Canon EF 400mm f/2.8L IS II USM"
"F2.8","Prime lens","F32","Canon EF","null","300 ","https://www.dpreview.com/products/canon/lenses/canon_300_2p8l_is_ii_usm","Aug 26, 2010","Canon","6,099.00","","Canon EF 300mm f/2.8L IS II USM"
"F2","Prime lens","F32","Canon EF","null","200 ","https://www.dpreview.com/products/canon/lenses/canon_200_2_is","Jan 24, 2008","Canon","5,699.00","","Canon EF 200mm f/2L IS USM"
"F2.8","Prime lens","F32","Canon EF","null","200 ","https://www.dpreview.com/products/canon/lenses/canon_200_2p8","","Canon","749.00 ","888.33","Canon EF 200mm f/2.8L II USM"
"F4","Zoom lens","F32","Canon EF","https://www.dpreview.com/reviews/canon-ef-200-400mm-4-1p4x","200–400 ","https://www.dpreview.com/products/canon/lenses/canon_200-400_4","May 14, 2013","Canon","10,999.00","","Canon EF 200-400mm f/4L IS USM Extender 1.4x"
"F2.8","Prime lens","F32","Canon EF","null","400 ","https://www.dpreview.com/products/canon/lenses/canon_400_2p8_is","","Canon","","","Canon EF 400mm f/2.8L IS USM"
"F2.8","Prime lens","F32","Canon EF","null","135 ","https://www.dpreview.com/products/canon/lenses/canon_135_2p8","","Canon","","","Canon EF 135mm F2.8 SF"
"F3.5","Prime lens","F32","Canon EF","null","180 ","https://www.dpreview.com/products/canon/lenses/canon_180_3p5","","Canon","1,399.00","","Canon EF 180mm f/3.5L Macro USM"
"F2.8","Prime lens","F32","Canon EF","null","300 ","https://www.dpreview.com/products/canon/lenses/canon_300_2p8_is","","Canon","5,799.95","","Canon EF 300mm f/2.8L IS USM"
"F2","Prime lens","F32","Canon EF","null","135 ","https://www.dpreview.com/products/canon/lenses/canon_135_2p0","","Canon","999.00","","Canon EF 135mm F2L USM"
"F2.8","Prime lens","F32","Canon EF","null","100 ","https://www.dpreview.com/products/canon/lenses/canon_100_2p8_usm","","Canon","599.00 ","655.36","Canon EF 100mm f/2.8 Macro USM"
"F2.8","Prime lens","F32","Canon EF","https://www.dpreview.com/reviews/canon-100-2p8-is-usm-c16","100 ","https://www.dpreview.com/products/canon/lenses/canon_100_2p8_is_usm","","Canon","749.00 ","848.95","Canon EF 100mm f/2.8L Macro IS USM"
"F2","Prime lens","F22","Canon EF","null","100 ","https://www.dpreview.com/products/canon/lenses/canon_100_2p0","","Canon","499.00","","Canon EF 100mm f/2.0 USM"
"F4.5–5.6","Zoom lens","F32–40","Canon EF","null","100–400 ","https://www.dpreview.com/products/canon/lenses/canon_100-400_4p5-5p6_is","","Canon","","","Canon EF 100-400mm f/4.5-5.6L IS USM"
"F4.5–5.6","Zoom lens","F32–38","Canon EF","null","100–300 ","https://www.dpreview.com/products/canon/lenses/canon_100-300_4p5-5p6","","Canon","","","Canon EF 100-300mm f/4.5-5.6 USM"
"F4.5–5.6","Zoom lens","F38–45","Canon EF","null","90–300 ","https://www.dpreview.com/products/canon/lenses/canon_90-300_4p5-5p6_usm","","Canon","","","Canon EF 90-300mm f/4.5-5.6 USM"
"F4.5–5.6","Zoom lens","F32–40","Canon EF","https://www.dpreview.com/reviews/upgrading-a-classic-canon-100-400mm-f4-5-5-6l-is-usm-mark-ii-review","100–400 ","https://www.dpreview.com/products/canon/lenses/canon_100-400_4p5-5p6_ii","Nov 11, 2014","Canon","1,999.00 ","2,043.95","Canon EF 100-400mm F4.5-5.6L IS II USM"
"F4.5–5.6","Zoom lens","F38–45","Canon EF","null","90–300 ","https://www.dpreview.com/products/canon/lenses/canon_90-300_4p5-5p6","","Canon","","","Canon EF 90-300mm f/4.5-5.6"
"F1.2","Prime lens","F16","Canon EF","null","85 ","https://www.dpreview.com/products/canon/lenses/canon_85_1p2_ii","","Canon","1,849.00","","Canon EF 85mm f/1.2L II USM"
"F1.8","Prime lens","F22","Canon EF","null","85 ","https://www.dpreview.com/products/canon/lenses/canon_85_1p8","","Canon","349.00 ","405.36","Canon EF 85mm f/1.8 USM"
"F4–5.6","Zoom lens","F32–45","Canon EF","null","75–300 ","https://www.dpreview.com/products/canon/lenses/canon_75-300_4p0-5p6","","Canon","","","Canon EF 75-300mm f/4.0-5.6 III USM"
"F4.5–5.6","Zoom lens","F22–27","Canon EF","null","80–200 ","https://www.dpreview.com/products/canon/lenses/canon_80-200_4p5-5p6","","Canon","","","Canon EF 80-200mm f/4.5-5.6 II"
"F4–5.6","Zoom lens","F32–45","Canon EF","null","75–300 ","https://www.dpreview.com/products/canon/lenses/canon_75-300_4p0-5p6_is","","Canon","356.00","","Canon EF 75-300mm f/4.0-5.6 IS USM"
"F4–5.6","Zoom lens","F32–45","Canon EF","null","75–300 ","https://www.dpreview.com/products/canon/lenses/canon_75-300_4-5p6","","Canon","199.00","","Canon EF 75-300mm f/4.0-5.6 III"
"F4.5–5.6","Zoom lens","F32–38","Canon EF","null","70–300 ","https://www.dpreview.com/products/canon/lenses/canon_70-300_4p5-5p6_is","Jan 29, 2004","Canon","1,399.00","","Canon EF 70-300mm f/4.5-5.6 DO IS USM"
"F1.4","Prime lens","F22","Canon EF","null","85 ","https://www.dpreview.com/products/canon/lenses/canon_85mm_1p4_is_usm","","Canon","1,599.00","","Canon EF 85mm F1.4L IS USM"
"F4–5.6","Zoom lens","F32–45","Canon EF","null","70–300 ","https://www.dpreview.com/products/canon/lenses/canon_70-300_4-5p6l_is","Aug 26, 2010","Canon","1,349.00 ","1,448.95","Canon EF 70-300mm f/4-5.6L IS USM"
"F4–5.6","Zoom lens","F32–45","Canon EF","null","70–300 ","https://www.dpreview.com/products/canon/lenses/canon_70-300_4-5p6_is","Aug 22, 2005","Canon","444.47","","Canon EF 70-300mm f/4-5.6 IS USM"
"F4","Zoom lens","F32","Canon EF","null","70–200 ","https://www.dpreview.com/products/canon/lenses/canon_70-200_4_is","Aug 24, 2006","Canon","1,099.00 ","1,198.95","Canon EF 70-200mm f/4L IS USM"
"F4","Zoom lens","F32","Canon EF","null","70–200 ","https://www.dpreview.com/products/canon/lenses/canon_70-200_4p0","","Canon","599.00 ","698.95","Canon EF 70-200mm f/4.0L USM"
"F2.8","Zoom lens","F32","Canon EF","null","70–200 ","https://www.dpreview.com/products/canon/lenses/canon_70-200_2p8","","Canon","1,437.01","","Canon EF 70-200mm f/2.8L USM"
"F4–5.6","Zoom lens","F32–45","Canon EF","null","70–300 ","https://www.dpreview.com/products/canon/lenses/canon_70-300_4p0-5p6_is_ii_usm","Sep 15, 2016","Canon","499.00","","Canon EF 70-300 F4-5.6 IS II USM"
"F2.8","Zoom lens","F32","Canon EF","https://www.dpreview.com/reviews/canon-70-200-2p8-is-usm-ii-c16","70–200 ","https://www.dpreview.com/products/canon/lenses/canon_70-200_2p8_is_ii","","Canon","1,899.00 ","2,001.50","Canon EF 70-200mm f/2.8L IS II USM"
"F2.5","Prime lens","F32","Canon EF","null","50 ","https://www.dpreview.com/products/canon/lenses/canon_50_2p5","","Canon","","","Canon EF 50mm f/2.5 Macro"
"F2.8","Zoom lens","F32","Canon EF","https://www.dpreview.com/reviews/canon-70-200-2p8-is-usm-c16","70–200 ","https://www.dpreview.com/products/canon/lenses/canon_70-200_2p8_is","","Canon","1,937.29","","Canon EF 70-200mm f/2.8L IS USM"
"F1.8","Prime lens","F22","Canon EF","null","50 ","https://www.dpreview.com/products/canon/lenses/canon_50_1p8_stm","May 11, 2015","Canon","125.00 ","349.00","Canon EF 50mm f/1.8 STM"
"F1.2","Prime lens","F16","Canon EF","null","50 ","https://www.dpreview.com/products/canon/lenses/canon_50_1p2","Aug 24, 2006","Canon","1,299.00 ","1,438.95","Canon EF 50mm f/1.2L USM"
"F2.8","Prime lens","F22","Canon EF","https://www.dpreview.com/reviews/canon-ef-40mm-f2-8-stm","40 ","https://www.dpreview.com/products/canon/lenses/canon_40_2p8_stm","","Canon","179.00","","Canon EF 40mm f/2.8 STM"
"F2","Prime lens","F22","Canon EF","null","35 ","https://www.dpreview.com/products/canon/lenses/canon_35_2p0","","Canon","375.00","","Canon EF 35mm F2.0"
"F1.8","Prime lens","F22","Canon EF","https://www.dpreview.com/reviews/canon-50-1p8-ii-c16","50 ","https://www.dpreview.com/products/canon/lenses/canon_50_1p8_ii","","Canon","120.99","","Canon EF 50mm f/1.8 II"
"F2","Prime lens","F22","Canon EF","null","35 ","https://www.dpreview.com/products/canon/lenses/canon_35_2_is","","Canon","549.00 ","648.95","Canon EF 35mm F2 IS USM"
"F4.5–5.6","Zoom lens","F22–27","Canon EF","null","55–200 ","https://www.dpreview.com/products/canon/lenses/canon_55-200_4p5-5p6","Aug 20, 2003","Canon","239.99","","Canon EF 55-200mm f/4.5-5.6 II USM"
"F1.4","Prime lens","F22","Canon EF","null","35 ","https://www.dpreview.com/products/canon/lenses/canon_35_1p4","","Canon","1,288.88","","Canon EF 35mm F1.4L USM"
"F4–5.6","Zoom lens","F22–32","Canon EF","null","35–80 ","https://www.dpreview.com/products/canon/lenses/canon_35-80_4-5p6","","Canon","","","Canon EF 35-80mm f/4.0-5.6 III"
"F3.5–5.6","Zoom lens","F22–32","Canon EF","null","35–350 ","https://www.dpreview.com/products/canon/lenses/canon_35-350_3p5-5p6","","Canon","","","Canon EF 35-350mm f/3.5-5.6L USM"
"F1.4","Prime lens","F22","Canon EF","https://www.dpreview.com/reviews/canon-50-1p4-c16","50 ","https://www.dpreview.com/products/canon/lenses/canon_50_1p4","","Canon","329.00 ","385.42","Canon EF 50mm f/1.4 USM"
"F2.8","Prime lens","F22","Canon EF","null","28 ","https://www.dpreview.com/products/canon/lenses/canon_28_2p8","","Canon","","","Canon EF 28mm f/2.8"
"F3.5–5.6","Zoom lens","F22–38","Canon EF","null","28–300 ","https://www.dpreview.com/products/canon/lenses/canon_28-300_3p5-5p6_is","Jan 29, 2004","Canon","2,449.00 ","2,493.95","Canon EF 28-300mm f/3.5-5.6L IS USM"
"F1.4","Prime lens","F22","Canon EF","https://www.dpreview.com/reviews/canon-35mm-f1-4-ii","35 ","https://www.dpreview.com/products/canon/lenses/canon_ef_35_1p4_usm_ii","Aug 27, 2015","Canon","1,649.00 ","1,788.33","Canon EF 35mm F1.4L II USM"
"F3.5–5.6","Zoom lens","F22–36","Canon EF","null","28–200 ","https://www.dpreview.com/products/canon/lenses/canon_28-200_3p5-5p6_usm","Aug 30, 2000","Canon","","","Canon EF 28-200mm f/3.5-5.6 USM"
"F2.8","Prime lens","F22","Canon EF","null","28 ","https://www.dpreview.com/products/canon/lenses/canon_28_2p8_ii","","Canon","499.00","","Canon EF 28mm f/2.8 IS USM"
"F3.5–5.6","Zoom lens","F22–36","Canon EF","null","28–200 ","https://www.dpreview.com/products/canon/lenses/canon_28-200_3p5-5p6","Aug 30, 2000","Canon","","","Canon EF 28-200mm f/3.5-5.6"
"F1.8","Prime lens","F22","Canon EF","null","28 ","https://www.dpreview.com/products/canon/lenses/canon_28_1p8","","Canon","509.00 ","565.36","Canon EF 28mm f/1.8 USM"
"F3.5–5.6","Zoom lens","F22–36","Canon EF","null","28–135 ","https://www.dpreview.com/products/canon/lenses/canon_28-135_3p5-5p6_is","","Canon","439.00","","Canon EF 28-135mm F3.5-5.6 IS USM"
"F4–5.6","Zoom lens","F22–32","Canon EF","null","28–105 ","https://www.dpreview.com/products/canon/lenses/canon_28-105_4-5p6","","Canon","449.00","","Canon EF 28-105mm f/4.0-5.6 USM"
"F3.5–4.5","Zoom lens","F22–27","Canon EF","null","28–105 ","https://www.dpreview.com/products/canon/lenses/canon_28-105_3p5-4p5_ii","Aug 30, 2000","Canon","","","Canon EF 28-105mm f/3.5-4.5 II USM"
"F4–5.6","Zoom lens","F22–32","Canon EF","null","28–90 ","https://www.dpreview.com/products/canon/lenses/canon_28-90_4p0-5p6_ii","","Canon","","","Canon EF 28-90mm f/4.0-5.6 II"
"F3.5–5.6","Zoom lens","F22–38","Canon EF","null","28–80 ","https://www.dpreview.com/products/canon/lenses/canon_28-80_3p5-5p6_ii","","Canon","","","Canon EF 28-80mm f/3.5-5.6 II"
